SalesID,DateKey,Date,CustomerID,ProductID,StoreID,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod,Channel,IsRefunded
90090,20241229,2024-12-29,1039,5005,2002,2,4260.22,426.02,8094.42,Wallet,InPerson,0
90091,20240828,2024-08-28,1025,5018,2009,1,3309.72,496.46,2813.26,Card,InPerson,0
90092,20241007,2024-10-07,1018,5025,2004,1,2430.42,364.56,2065.86,Cash,InPerson,1
90093,20240920,2024-09-20,1042,5028,2001,2,1429.49,71.47,2787.51,Cash,Online,0
90094,20241018,2024-10-18,1044,5002,2011,1,3361.98,0.0,3361.98,UPI,InPerson,0
90095,20241029,2024-10-29,1043,5006,2006,2,1219.41,182.91,2255.91,UPI,InPerson,0
90096,20240831,2024-08-31,1022,5022,2008,3,939.35,0.0,2818.05,UPI,InPerson,0
90097,20240409,2024-04-09,1017,5012,2008,1,709.85,0.0,709.85,UPI,HomeService,0
90098,20240306,2024-03-06,1031,5004,2011,1,1787.59,89.38,1698.21,UPI,InPerson,0
90099,20240512,2024-05-12,1027,5024,2012,3,1213.39,0.0,3640.17,Card,InPerson,0
90100,20240313,2024-03-13,1041,5004,2006,3,1958.93,97.95,5778.84,Wallet,Online,0
90101,20241111,2024-11-11,1016,5014,2012,3,899.08,134.86,2562.38,UPI,InPerson,0
90102,20241102,2024-11-02,1014,5016,2012,1,3672.8,183.64,3489.16,Wallet,Online,0
90103,20240312,2024-03-12,1021,5018,2005,1,2389.65,238.97,2150.68,Wallet,InPerson,0
90104,20240626,2024-06-26,1001,5022,2009,1,965.53,0.0,965.53,Cash,Online,0
90105,20240113,2024-01-13,1040,5011,2011,3,5649.02,282.45,16664.61,Wallet,InPerson,0
90106,20241113,2024-11-13,1034,5013,2012,1,3850.65,385.07,3465.58,Wallet,HomeService,0
90107,20241105,2024-11-05,1016,5001,2004,3,4250.23,212.51,12538.18,Cash,InPerson,0
90108,20240508,2024-05-08,1034,5025,2008,3,1746.39,174.64,5064.53,Card,Online,0
90109,20240509,2024-05-09,1013,5027,2007,2,2425.05,121.25,4728.85,Card,InPerson,0
90110,20240203,2024-02-03,1039,5017,2006,2,3800.72,380.07,7221.37,UPI,Online,0
90111,20240318,2024-03-18,1046,5012,2007,1,854.19,42.71,811.48,Cash,InPerson,0
90112,20240704,2024-07-04,1055,5003,2007,1,2015.0,302.25,1712.75,Card,InPerson,0
90113,20240905,2024-09-05,1019,5025,2003,3,2583.85,258.38,7493.17,Cash,HomeService,0
90114,20240415,2024-04-15,1032,5029,2002,1,4378.47,656.77,3721.7,Cash,HomeService,1
90115,20240827,2024-08-27,1058,5013,2005,1,4014.82,602.22,3412.6,UPI,HomeService,0
90116,20240922,2024-09-22,1003,5019,2001,3,1333.37,133.34,3866.77,Cash,InPerson,0
90117,20240106,2024-01-06,1054,5023,2012,3,5197.71,259.89,15333.24,Wallet,Online,0
90118,20240203,2024-02-03,1024,5010,2010,3,2487.0,248.7,7212.3,UPI,HomeService,0
90119,20241220,2024-12-20,1032,5029,2007,1,3518.65,175.93,3342.72,Wallet,Online,0
90120,20240518,2024-05-18,1025,5030,2001,3,3876.15,0.0,11628.45,Wallet,InPerson,0
90121,20240327,2024-03-27,1035,5014,2010,1,1020.88,153.13,867.75,Wallet,Online,0
90122,20240812,2024-08-12,1057,5020,2002,1,2880.4,432.06,2448.34,UPI,InPerson,0
90123,20240428,2024-04-28,1038,5020,2005,1,3370.57,337.06,3033.51,UPI,InPerson,0
90124,20240209,2024-02-09,1006,5025,2011,1,1923.24,0.0,1923.24,Card,InPerson,0
90125,20241204,2024-12-04,1010,5007,2012,2,2878.08,0.0,5756.16,UPI,Online,0
90126,20240627,2024-06-27,1049,5020,2001,3,3012.1,451.81,8584.49,Cash,Online,0
90127,20241030,2024-10-30,1047,5005,2004,1,4216.23,0.0,4216.23,Card,HomeService,0
90128,20240515,2024-05-15,1018,5009,2011,3,3943.78,0.0,11831.34,Wallet,HomeService,0
90129,20240406,2024-04-06,1052,5024,2012,3,2414.42,362.16,6881.1,Wallet,Online,0
90130,20241230,2024-12-30,1012,5009,2004,1,2834.11,283.41,2550.7,UPI,InPerson,0
90131,20241223,2024-12-23,1037,5001,2002,1,4782.89,717.43,4065.46,UPI,Online,0
90132,20240223,2024-02-23,1002,5014,2012,3,827.92,0.0,2483.76,UPI,InPerson,0
90133,20240302,2024-03-02,1056,5024,2003,3,1568.15,0.0,4704.45,Wallet,Online,0
90134,20240620,2024-06-20,1051,5013,2005,2,3848.5,0.0,7697.0,UPI,InPerson,0
90135,20241013,2024-10-13,1025,5022,2003,3,754.41,0.0,2263.23,UPI,InPerson,0
90136,20241130,2024-11-30,1018,5026,2005,1,913.51,45.68,867.83,Card,InPerson,0
90137,20240324,2024-03-24,1021,5026,2007,1,1790.47,268.57,1521.9,Card,Online,0
90138,20240621,2024-06-21,1052,5019,2004,2,1930.71,96.54,3764.88,UPI,Online,1
90139,20241029,2024-10-29,1058,5016,2003,2,3677.31,183.87,7170.75,UPI,InPerson,0
90140,20240924,2024-09-24,1010,5002,2007,2,2803.52,420.53,5186.51,UPI,Online,0
90141,20241118,2024-11-18,1030,5005,2001,1,3617.09,361.71,3255.38,UPI,InPerson,0
90142,20241126,2024-11-26,1017,5029,2006,2,4619.65,0.0,9239.3,Card,HomeService,0
90143,20240528,2024-05-28,1047,5017,2001,3,4626.08,231.3,13646.94,Card,HomeService,0
90144,20241227,2024-12-27,1052,5016,2009,3,2735.63,410.34,7796.55,Wallet,InPerson,0
90145,20240715,2024-07-15,1010,5007,2005,1,1891.42,0.0,1891.42,Card,Online,0
90146,20240128,2024-01-28,1019,5027,2003,1,2468.41,246.84,2221.57,Wallet,Online,0
90147,20240910,2024-09-10,1048,5019,2001,3,1907.14,0.0,5721.42,Card,InPerson,0
90148,20240826,2024-08-26,1002,5005,2001,3,2553.06,255.31,7403.87,Cash,InPerson,0
90149,20240911,2024-09-11,1047,5007,2009,2,2468.96,0.0,4937.92,Card,Online,0
90150,20240818,2024-08-18,1022,5029,2008,2,3724.16,0.0,7448.32,Cash,Online,0
90151,20240924,2024-09-24,1002,5021,2002,1,542.57,0.0,542.57,UPI,InPerson,0
90152,20240505,2024-05-05,1043,5027,2005,3,4587.58,458.76,13303.98,UPI,InPerson,1
90153,20240307,2024-03-07,1026,5020,2001,2,5281.26,792.19,9770.33,UPI,Online,0
90154,20240404,2024-04-04,1044,5005,2004,2,2676.46,0.0,5352.92,UPI,InPerson,0
90155,20240602,2024-06-02,1025,5003,2003,1,1810.13,0.0,1810.13,Cash,InPerson,0
90156,20240116,2024-01-16,1003,5020,2006,3,5712.67,856.9,16281.11,Wallet,HomeService,0
90157,20240725,2024-07-25,1029,5006,2001,2,1169.97,175.5,2164.44,Cash,HomeService,0
90158,20240723,2024-07-23,1005,5016,2004,3,3177.56,476.63,9056.05,Cash,HomeService,0
90159,20241218,2024-12-18,1049,5012,2006,3,1044.49,104.45,3029.02,Card,InPerson,0
90160,20240225,2024-02-25,1005,5017,2007,2,4801.37,240.07,9362.67,UPI,HomeService,0
90161,20240505,2024-05-05,1036,5028,2007,2,1708.3,0.0,3416.6,Cash,Online,0
90162,20240506,2024-05-06,1032,5005,2012,1,3105.84,310.58,2795.26,Wallet,Online,0
90163,20240112,2024-01-12,1035,5003,2002,1,2992.33,448.85,2543.48,UPI,InPerson,1
90164,20240811,2024-08-11,1039,5029,2004,2,3938.98,0.0,7877.96,Wallet,HomeService,0
90165,20240805,2024-08-05,1019,5025,2010,1,3413.25,511.99,2901.26,Card,InPerson,0
90166,20240528,2024-05-28,1053,5023,2008,2,5313.33,265.67,10360.99,Cash,HomeService,0
90167,20240707,2024-07-07,1040,5020,2002,2,5201.68,260.08,10143.28,Card,InPerson,0
90168,20240519,2024-05-19,1049,5027,2005,2,4441.4,222.07,8660.73,Card,HomeService,0
90169,20240809,2024-08-09,1054,5027,2006,3,4327.41,216.37,12765.86,Card,InPerson,0
90170,20241014,2024-10-14,1045,5016,2001,3,2264.55,339.68,6453.97,Cash,InPerson,0
90171,20241116,2024-11-16,1004,5013,2003,1,3233.53,161.68,3071.85,Card,Online,0
90172,20240913,2024-09-13,1055,5019,2005,2,2245.92,224.59,4267.25,Wallet,HomeService,0
90173,20241029,2024-10-29,1020,5008,2008,2,467.31,46.73,887.89,Cash,InPerson,0
90174,20240127,2024-01-27,1003,5028,2011,3,2324.36,0.0,6973.08,Wallet,HomeService,0
90175,20240618,2024-06-18,1034,5019,2002,2,2601.03,130.05,5072.01,UPI,HomeService,0
90176,20240722,2024-07-22,1048,5015,2005,3,3461.48,173.07,10211.37,Card,InPerson,0
90177,20240821,2024-08-21,1024,5028,2006,1,2329.45,232.94,2096.51,UPI,HomeService,0
90178,20240918,2024-09-18,1025,5029,2009,3,6267.01,626.7,18174.33,Cash,InPerson,0
90179,20240617,2024-06-17,1023,5021,2004,1,442.26,22.11,420.15,Wallet,HomeService,0
90180,20240202,2024-02-02,1001,5006,2004,3,892.11,89.21,2587.12,Wallet,HomeService,0
90181,20241018,2024-10-18,1006,5030,2011,2,4612.02,230.6,8993.44,UPI,Online,0
90182,20240106,2024-01-06,1043,5006,2011,1,1289.59,0.0,1289.59,Wallet,Online,0
90183,20240725,2024-07-25,1011,5024,2004,3,2247.4,112.37,6629.83,Card,HomeService,0
90184,20241216,2024-12-16,1033,5006,2003,3,1046.51,52.33,3087.2,UPI,HomeService,0
90185,20240918,2024-09-18,1049,5020,2009,3,3160.21,316.02,9164.61,Card,HomeService,0
90186,20240715,2024-07-15,1020,5020,2002,1,5045.8,0.0,5045.8,Card,Online,0
90187,20240525,2024-05-25,1033,5025,2003,2,2877.94,0.0,5755.88,Cash,HomeService,1
90188,20240606,2024-06-06,1033,5009,2004,3,5273.46,527.35,15293.03,UPI,HomeService,0
90189,20240112,2024-01-12,1006,5005,2007,2,2311.17,115.56,4506.78,Cash,InPerson,0
90190,20241208,2024-12-08,1026,5025,2003,3,2306.61,230.66,6689.17,UPI,HomeService,0
90191,20240712,2024-07-12,1056,5022,2004,3,615.93,30.8,1816.99,UPI,HomeService,0
90192,20240108,2024-01-08,1006,5013,2001,3,2428.22,121.41,7163.25,Wallet,InPerson,0
90193,20240614,2024-06-14,1053,5023,2010,2,4140.81,621.12,7660.5,Cash,HomeService,0
90194,20240922,2024-09-22,1010,5027,2001,2,4753.82,713.07,8794.57,Wallet,InPerson,0
90195,20240516,2024-05-16,1047,5030,2007,3,3608.64,541.3,10284.62,Wallet,Online,0
90196,20240807,2024-08-07,1025,5013,2003,3,2608.83,0.0,7826.49,Cash,InPerson,0
90197,20240104,2024-01-04,1018,5030,2006,1,4396.68,439.67,3957.01,Wallet,Online,0
90198,20241127,2024-11-27,1019,5009,2001,1,5183.94,0.0,5183.94,Wallet,Online,0
90199,20240829,2024-08-29,1045,5019,2007,2,2020.55,101.03,3940.07,Cash,InPerson,0
90200,20241203,2024-12-03,1002,5026,2011,3,910.03,45.5,2684.59,Wallet,InPerson,0
90201,20240121,2024-01-21,1042,5007,2001,3,3545.83,354.58,10282.91,Wallet,InPerson,0
90202,20240913,2024-09-13,1021,5027,2012,2,3210.95,321.1,6100.8,Wallet,Online,0
90203,20240805,2024-08-05,1019,5021,2010,2,299.46,14.97,583.95,Wallet,InPerson,0
90204,20240101,2024-01-01,1027,5003,2009,2,3129.87,469.48,5790.26,Cash,HomeService,0
90205,20241221,2024-12-21,1058,5016,2005,1,2172.32,217.23,1955.09,UPI,InPerson,0
90206,20241212,2024-12-12,1016,5002,2006,2,1781.07,267.16,3294.98,Card,InPerson,0
90207,20240912,2024-09-12,1016,5020,2002,2,2799.71,279.97,5319.45,Cash,Online,0
90208,20240912,2024-09-12,1027,5011,2003,1,4510.38,0.0,4510.38,Cash,HomeService,0
90209,20240827,2024-08-27,1009,5012,2008,1,1132.77,0.0,1132.77,Cash,HomeService,0
90210,20240115,2024-01-15,1040,5030,2010,3,4073.44,203.67,12016.65,Wallet,HomeService,0
90211,20240307,2024-03-07,1044,5016,2004,3,2291.86,343.78,6531.8,UPI,InPerson,0
90212,20240716,2024-07-16,1015,5023,2009,2,6359.7,317.99,12401.41,Cash,Online,0
90213,20240204,2024-02-04,1040,5007,2005,3,3972.16,198.61,11717.87,UPI,InPerson,0
90214,20240706,2024-07-06,1008,5022,2010,2,602.78,30.14,1175.42,UPI,InPerson,0
90215,20240923,2024-09-23,1034,5027,2007,1,4475.81,447.58,4028.23,Wallet,HomeService,0
90216,20240817,2024-08-17,1009,5016,2006,3,3022.88,302.29,8766.35,UPI,HomeService,0
90217,20240715,2024-07-15,1014,5029,2003,3,2978.73,446.81,8489.38,UPI,HomeService,0
90218,20240518,2024-05-18,1044,5014,2004,3,654.78,0.0,1964.34,Wallet,HomeService,0
90219,20240417,2024-04-17,1003,5007,2011,1,3796.92,569.54,3227.38,Cash,HomeService,0
90220,20240727,2024-07-27,1010,5018,2006,3,3114.76,467.21,8877.07,Cash,InPerson,0
90221,20240823,2024-08-23,1048,5023,2001,3,6334.82,633.48,18370.98,UPI,Online,0
90222,20240504,2024-05-04,1015,5002,2007,1,3367.95,336.8,3031.15,Wallet,Online,0
90223,20240131,2024-01-31,1046,5016,2010,1,2549.29,0.0,2549.29,Wallet,HomeService,0
90224,20240517,2024-05-17,1019,5020,2005,1,5989.38,898.41,5090.97,Cash,HomeService,0
90225,20240831,2024-08-31,1019,5026,2002,3,1728.44,0.0,5185.32,Wallet,HomeService,0
90226,20240913,2024-09-13,1030,5010,2012,3,4837.34,241.87,14270.15,Card,InPerson,0
90227,20241111,2024-11-11,1037,5012,2007,2,1178.33,0.0,2356.66,Card,InPerson,0
90228,20241013,2024-10-13,1050,5013,2001,1,4007.31,0.0,4007.31,Cash,InPerson,0
90229,20241230,2024-12-30,1010,5027,2001,1,3796.48,379.65,3416.83,Wallet,InPerson,0
90230,20240518,2024-05-18,1045,5008,2006,3,589.08,0.0,1767.24,Cash,InPerson,0
90231,20240610,2024-06-10,1043,5001,2011,3,3550.78,355.08,10297.26,Cash,InPerson,0
90232,20240210,2024-02-10,1022,5009,2006,2,4426.06,221.3,8630.82,Cash,Online,0
90233,20240302,2024-03-02,1031,5014,2005,3,1255.88,62.79,3704.85,Card,Online,0
90234,20240510,2024-05-10,1044,5026,2004,1,1082.01,54.1,1027.91,Cash,InPerson,0
90235,20241123,2024-11-23,1051,5002,2009,2,3634.61,363.46,6905.76,Cash,Online,0
90236,20241121,2024-11-21,1057,5010,2010,1,5222.69,261.13,4961.56,Wallet,Online,1
90237,20240304,2024-03-04,1017,5001,2006,3,2384.83,119.24,7035.25,Cash,HomeService,0
90238,20240319,2024-03-19,1052,5018,2011,2,4117.35,617.6,7617.1,Cash,Online,0
90239,20240521,2024-05-21,1022,5027,2003,2,2508.47,0.0,5016.94,Card,HomeService,0
90240,20241112,2024-11-12,1029,5007,2002,2,3949.8,0.0,7899.6,Card,Online,0
90241,20240409,2024-04-09,1017,5009,2009,3,3869.72,0.0,11609.16,UPI,Online,0
90242,20240301,2024-03-01,1032,5003,2012,2,1644.79,82.24,3207.34,UPI,HomeService,0
90243,20240219,2024-02-19,1054,5025,2011,1,1782.01,178.2,1603.81,Wallet,HomeService,0
90244,20240318,2024-03-18,1005,5027,2004,2,2704.31,135.22,5273.4,Card,Online,0
90245,20240414,2024-04-14,1015,5010,2010,2,5433.02,814.95,10051.09,Card,HomeService,0
90246,20240123,2024-01-23,1048,5007,2010,1,2939.2,0.0,2939.2,Wallet,Online,0
90247,20241215,2024-12-15,1015,5030,2004,1,2653.03,397.95,2255.08,Card,Online,0
90248,20240419,2024-04-19,1048,5014,2003,1,593.77,59.38,534.39,UPI,Online,0
90249,20241101,2024-11-01,1031,5029,2001,1,4125.84,618.88,3506.96,Card,InPerson,0
90250,20240119,2024-01-19,1005,5030,2006,1,3913.14,586.97,3326.17,Card,InPerson,0
90251,20241013,2024-10-13,1048,5020,2009,1,3180.38,159.02,3021.36,Card,InPerson,0
90252,20240427,2024-04-27,1044,5015,2007,2,3629.58,181.48,7077.68,Wallet,InPerson,0
90253,20240315,2024-03-15,1020,5010,2012,3,5541.15,554.12,16069.33,Cash,Online,0
90254,20241025,2024-10-25,1017,5023,2005,3,3283.73,492.56,9358.63,Card,HomeService,0
90255,20240609,2024-06-09,1013,5013,2002,1,2138.54,213.85,1924.69,Cash,HomeService,0
90256,20240407,2024-04-07,1029,5019,2012,1,2805.73,0.0,2805.73,UPI,HomeService,0
90257,20240818,2024-08-18,1004,5030,2005,1,3135.49,156.77,2978.72,Cash,Online,0
90258,20240517,2024-05-17,1033,5030,2008,2,3845.59,0.0,7691.18,Card,Online,0
90259,20240625,2024-06-25,1011,5013,2005,2,2043.31,102.17,3984.45,Cash,Online,0
90260,20240609,2024-06-09,1015,5029,2002,2,5196.15,0.0,10392.3,Cash,InPerson,0
90261,20241030,2024-10-30,1001,5016,2004,3,2416.0,0.0,7248.0,Wallet,Online,0
90262,20240907,2024-09-07,1009,5017,2001,2,2740.42,137.02,5343.82,Wallet,InPerson,0
90263,20241129,2024-11-29,1029,5027,2008,1,2893.38,289.34,2604.04,Cash,InPerson,0
90264,20241206,2024-12-06,1012,5029,2002,1,4937.42,740.61,4196.81,Card,Online,0
90265,20241213,2024-12-13,1039,5026,2005,3,1263.9,0.0,3791.7,Cash,HomeService,0
90266,20240101,2024-01-01,1042,5018,2004,1,4125.42,206.27,3919.15,Cash,Online,0
90267,20240721,2024-07-21,1018,5022,2009,3,665.57,33.28,1963.43,Wallet,InPerson,0
90268,20240322,2024-03-22,1010,5021,2005,1,417.03,62.55,354.48,Cash,InPerson,0
90269,20240726,2024-07-26,1017,5012,2006,1,1290.65,64.53,1226.12,Card,HomeService,0
90270,20241108,2024-11-08,1021,5003,2008,2,1498.59,74.93,2922.25,UPI,Online,0
90271,20240112,2024-01-12,1048,5022,2012,2,1190.77,59.54,2322.0,Card,InPerson,0
90272,20241012,2024-10-12,1027,5009,2007,1,3298.21,494.73,2803.48,Card,Online,0
90273,20240516,2024-05-16,1018,5007,2002,2,3723.43,372.34,7074.52,Card,Online,0
90274,20240409,2024-04-09,1027,5009,2006,3,5615.56,561.56,16285.12,Wallet,Online,0
90275,20241226,2024-12-26,1019,5008,2005,3,398.32,59.75,1135.21,Wallet,Online,0
90276,20240523,2024-05-23,1026,5025,2004,1,2032.87,0.0,2032.87,Wallet,InPerson,0
90277,20240803,2024-08-03,1031,5027,2010,1,4083.05,0.0,4083.05,UPI,HomeService,0
90278,20240512,2024-05-12,1053,5019,2008,3,2308.78,230.88,6695.46,Wallet,InPerson,0
90279,20241117,2024-11-17,1013,5025,2003,3,2052.2,307.83,5848.77,Cash,Online,0
90280,20240416,2024-04-16,1031,5008,2001,3,347.21,34.72,1006.91,UPI,InPerson,1
90281,20240811,2024-08-11,1043,5030,2003,1,4816.09,240.8,4575.29,Card,Online,0
